"a-profile href","a-profile-avatar src","a-profile-avatar","a-profile-name","a-size-base href","a-icon-alt","a-size-base","a-size-base 2","a-size-base 3","a-button-text href","a-size-base 4","a-size-base href 2","a-size-base 5","a-size-base 6","a-lazy-loaded src"
"https://www.amazon.com/gp/profile/amzn1.account.AEDXFEB4QR4SRTSQNH753UMFKRNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/7f3727ba-e287-4038-a781-6e2ea3965160._CR0,0,500,500_SX48_.jpg""/>","PK","https://www.amazon.com/gp/customer-reviews/R1SXYIC88CACQA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","This treat supports urinary health","Reviewed in the United States on November 21, 2022","My cat had kidney stones. I am glad this product is available.He loves it. I love it’s shape ❤️.It makes me happy that this is not only a snack but it’s part of his health. It’s crunchy. I give 6-8 pieces at a time.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhBjGQNkNCdlP%252FOfYksIPXP9UF0JaKdqjiffn8RYN%252FryZAAAAAGXT5bUAAAAB%26reviewId%3DR1SXYIC88CACQA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","This treat supports urinary health","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hBjGQNkNCdlP%2FOfYksIPXP9UF0JaKdqjiffn8RYN%2FryZAAAAAGXT5bUAAAAB&reviewId=R1SXYIC88CACQA","My cat had kidney stones. I am glad this product is available.He loves it. I love it’s shape ❤️.It makes me happy that this is not only a snack but it’s part of his health. It’s crunchy. I give 6-8 pieces at a time.","3 people found this helpful","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AEYVM74MIRB25OBOXYI7LNFKJWPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Cindy","https://www.amazon.com/gp/customer-reviews/R426CHM1SQP73/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","2.0 out of 5 stars","My cats 1yr, 3yr and 8yr don’t like","Reviewed in the United States on October 13, 2023","Not for every cat!!!My cats 1yr, 3yr and 8yr don’t likeWaste of money","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGkBOWLiciM4hk7mDF6MRWcjDejHdGvfJ7AxS0dRnOf9AAAAAGXT5bUAAAAB%26reviewId%3DR426CHM1SQP73&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGkBOWLiciM4hk7mDF6MRWcjDejHdGvfJ7AxS0dRnOf9AAAAAGXT5bUAAAAB&reviewId=R426CHM1SQP73","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AGUHIQYXSICXSFE4VREXKQXJSIIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","MerryJayned","https://www.amazon.com/gp/customer-reviews/R19389ZSK8R8LA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","My Cat Loves them","Reviewed in the United States on September 20, 2022","Bought these for my male cat who has frequent UTI and wanted a treat that would be good for him. I was skeptical that he would like them since they really smell like cranberries, but he absolutely loves them. If they are helping with his Urinary Issues, I do not know yet, but the fact he enjoys them is a plus.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhH9zwOgcNP7YEsBV3zdOrV6WL7lTT2UoRhDj3acneXvyAAAAAGXT5bUAAAAB%26reviewId%3DR19389ZSK8R8LA&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hH9zwOgcNP7YEsBV3zdOrV6WL7lTT2UoRhDj3acneXvyAAAAAGXT5bUAAAAB&reviewId=R19389ZSK8R8LA","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHJRAQAQXDBKYKVUSDW5LAMFBXYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Deborah Meyer","https://www.amazon.com/gp/customer-reviews/R2IAE5674476AC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","My cat really loves these treats!","Reviewed in the United States on June 4, 2023","I choose these hoping they would be a healthier treat. She loves them.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhAhnr1Tfss2KxnAFTGxmslML5%252FguEVTHp8ygS5PN62mDAAAAAGXT5bUAAAAB%26reviewId%3DR2IAE5674476AC&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hAhnr1Tfss2KxnAFTGxmslML5%2FguEVTHp8ygS5PN62mDAAAAAGXT5bUAAAAB&reviewId=R2IAE5674476AC","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AG2TGKSNIM7CIBTSLG7XG6BDRGRQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/43ac8ab9-6df2-4cc4-b702-f3dd211d9283._CR0,49.0,234,234_SX48_.jpg""/>","Kim","https://www.amazon.com/gp/customer-reviews/RF2EZBBJ70D9X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Cranberry flavor","Reviewed in the United States on November 17, 2022","My cat loves to eat this treat. The cranberry flavor is very tart although it's blended with chicken flavor. It works well my cat is more comfortable and lessened urine odor and strength. I give him 4 to 6 mixed with a handful of another of his favorite treats.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHaVU8uwbxVTIcS8urjDW8EQLTiOZT1I%252BtbZQVpTbbCzAAAAAGXT5bUAAAAB%26reviewId%3DRF2EZBBJ70D9X&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHaVU8uwbxVTIcS8urjDW8EQLTiOZT1I%2BtbZQVpTbbCzAAAAAGXT5bUAAAAB&reviewId=RF2EZBBJ70D9X","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFI7UVWSHYIHNLXYCAYF3OI3L3XA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","dalbi1","https://www.amazon.com/gp/customer-reviews/R3JQPQFZXZT0C5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","2.0 out of 5 stars","Cat no likey","Reviewed in the United States on September 26, 2023","I’m sure this is a wholesome and lovely product but my cat could not be more disinterested in this treat. One sniff and away she went.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHih%252FjsDuHSnhA3GUf0ZclqD8hFsAQZbswIZTCgapTaCAAAAAGXT5bUAAAAB%26reviewId%3DR3JQPQFZXZT0C5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHih%2FjsDuHSnhA3GUf0ZclqD8hFsAQZbswIZTCgapTaCAAAAAGXT5bUAAAAB&reviewId=R3JQPQFZXZT0C5","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AHDOIXQG353CDOK4QVIZT5RIKKKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0410a403-a357-4dea-bf12-45ddc642594e._CR0,0,1500,1500_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/0410a403-a357-4dea-bf12-45ddc642594e._CR0,0,1500,1500_SX48_.jpg""/>","A creative cat lady","https://www.amazon.com/gp/customer-reviews/R28PYTFAGMQBTZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","The important thing is my cat Likes them!","Reviewed in the United States on June 21, 2020","I bought these because I suspected that one of my furbabies had a urinary problem, her urine smelled very strong. So I bought these, Iams dry cat food to support urinary function, and HomeoPet Feline UTI+ drops. I knew I wasn't going to be able to directly administer the drops, so I made sure that she liked these cranberry treats, and She Did! So, then I put the homeopet drops, one on each treat, and she ate those too! 3 days have gone by and I no longer smell the strong urine smell. So, I will keep them both on the new Iams, and buy more of these treats for regular use. Very happy, and so is Miss Munchkin!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhDCpRvT2yUsDaRUapIn9Lx9pq6TiNbhH2qEPQ5KazmovAAAAAGXT5bcAAAAB%26reviewId%3DR28PYTFAGMQBTZ&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","2 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hDCpRvT2yUsDaRUapIn9Lx9pq6TiNbhH2qEPQ5KazmovAAAAAGXT5bcAAAAB&reviewId=R28PYTFAGMQBTZ","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AFOVPKWMCCZUOZIWZSSV7EV2N45A/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/931a13c1-3b6a-4730-98e0-13967384340a._CR0,0,179,179_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/931a13c1-3b6a-4730-98e0-13967384340a._CR0,0,179,179_SX48_.jpg""/>","MDB007","https://www.amazon.com/gp/customer-reviews/RTST8Y43XY9F5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Great treat for male cats","Reviewed in the United States on November 22, 2018","After losing my 10 year old cat due to a 2 month long fight with a UTI that vet couldn't cure with antibiotics and he eventually died after getting a blockage, I swore if I got another male cat I would do whatever to prevent that from happening.So I now have a 2 year old cat and he loves these! I also had my vet look at the ingredients and she said it looks fine.  I didn't realize I wasn't giving him as many as they suggest so will give him more now but trying to keep him from getting more than his current 15lbs.  I think my only complaint is these aren't available in a larger size. an 8oz or 1 lb bag would be great if the company reads our reviews.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHEwHpN2J72miNy3l2J1B%252FukLY5Osg7UMSu9srwvpqAfAAAAAGXT5bcAAAAB%26reviewId%3DRTST8Y43XY9F5&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","64 people found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHEwHpN2J72miNy3l2J1B%2FukLY5Osg7UMSu9srwvpqAfAAAAAGXT5bcAAAAB&reviewId=RTST8Y43XY9F5","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AGW6V5NP3ZGTODCTYFFW5OMEBS4Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a31a162c-83b1-462a-98c7-0cf3ed0c0c08._CR0,0,422,422_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/a31a162c-83b1-462a-98c7-0cf3ed0c0c08._CR0,0,422,422_SX48_.jpg""/>","Tina","https://www.amazon.com/gp/customer-reviews/R1GEWLM78FVXC1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","3.0 out of 5 stars","Cat Won't Eat","Reviewed in the United States on November 11, 2020","My 2 year old cat was diagnosed with feline idiopathic cystitis and I had to change his diet completely and put him on prescription urinary food. My vet told me to stop giving him treats as well. I felt bad that I had to take away all of his treats so I was researching for treats that can help with urinary issues.There are not a lot of options out there so I purchased Get Naked, Purina Pro Plan, and Royal Canin treats. My cat wasn't too fond of any of the treats but absolutely did not like the Get Naked treats. He tolerated the Royal Canin.The treats were worth a try. Too bad there are not any urinary treats in the market for cats that are soft in texture.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhLDyyfi8Y%252BphcWruWVtJrOTGxoP0X7P%252FyMfmn8y98jS9AAAAAGXT5bcAAAAB%26reviewId%3DR1GEWLM78FVXC1&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hLDyyfi8Y%2BphcWruWVtJrOTGxoP0X7P%2FyMfmn8y98jS9AAAAAGXT5bcAAAAB&reviewId=R1GEWLM78FVXC1","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AEL2PSJOXTXOM3SJIHH3OPXAQ3UA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/993c96c6-f15d-47eb-a540-39f83ef3b4c8._CR62,0,375,375_SX48_.jpg","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/993c96c6-f15d-47eb-a540-39f83ef3b4c8._CR62,0,375,375_SX48_.jpg""/>","Stephanie","https://www.amazon.com/gp/customer-reviews/R3T760189QQD5O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","My Cat Loves These!","Reviewed in the United States on August 23, 2020","Sebastian had to be rushed to the emergency room with a urinary blockage a couple weeks ago. Hes ok now, but he continued having some issues after arriving back home for almost a week. Aside from changing his diet, one of the things I did was buy him these treats instead of the usual stuff I normally get at the grocery store. He absolutely loves these! I can't definitively say that they're doing anything for him medically because I'm not a vet or a cat, but at least the odds that these treats would contribute to another blockage are slim and I feel better knowing that cranberry does have a proven track record of helping people.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhHVLizkHEKu6kaalNsV7LhXWGFiWXjVEgE9MCZS2oXZqAAAAAGXT5bcAAAAB%26reviewId%3DR3T760189QQD5O&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hHVLizkHEKu6kaalNsV7LhXWGFiWXjVEgE9MCZS2oXZqAAAAAGXT5bcAAAAB&reviewId=R3T760189QQD5O","Report","Showing  comments",""
"https://www.amazon.com/gp/profile/amzn1.account.AE527JZ6PMUP6BGBUUC3HDYYSYUQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/049f7c77-8420-45ec-8954-21098ba78335._CR0,38.0,257,257_SX48_.jpg""/>","So","https://www.amazon.com/gp/customer-reviews/R2F3EZ8WP6NVMS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Picky chonky girl approved!!!","Reviewed in the United States on August 20, 2022","Our chonky daughter was put on a strict UTI approved diet after developing crystals in her bladder, only 1 female in 100 male cats develop this problem.Well LONG story short... She LOVES the cranberry treats, she gives me and her fur-dad the ""happy jittery tail"" every time we shake the bag!","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKHTABSS2i38NV9hk1MMQ1OU3xEx3FJXd346XJfKYn6dAAAAAGXT5bcAAAAB%26reviewId%3DR2F3EZ8WP6NVMS&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","One person found this helpful","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKHTABSS2i38NV9hk1MMQ1OU3xEx3FJXd346XJfKYn6dAAAAAGXT5bcAAAAB&reviewId=R2F3EZ8WP6NVMS","Report","Showing  comments","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFIJA5A2Q7GVCEKAEZHLYXD5N4JA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png""/>","Sharon B.","https://www.amazon.com/gp/customer-reviews/R2A254VB9S3P35/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","3.0 out of 5 stars","My cats won't eat them.","Reviewed in the United States on June 6, 2022","I bought these for my male cat who is prone to urinary blockages.  He is on a prescription diet for life and * I miss * giving him treats.  He will not eat them, and unfortunately, neither will my other house cat.  Even my 5 outside barn cats will not eat them!Good idea with these treats, just not for me.","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhKABRJ0YPH4iK%252BG9liIzvU7yth2ycOkmyYVxSvSBvUbqAAAAAGXT5bcAAAAB%26reviewId%3DR2A254VB9S3P35&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hKABRJ0YPH4iK%2BG9liIzvU7yth2ycOkmyYVxSvSBvUbqAAAAAGXT5bcAAAAB&reviewId=R2A254VB9S3P35","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
"https://www.amazon.com/gp/profile/amzn1.account.AFC3MU5UWHISRUJ5G7BI2GDIYUWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8","","<img src=""https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/e34346d8-29d9-45a4-9e4f-d0d3a1831f51._CR77,0,345,345_SX48_.jpg""/>","Steph K","https://www.amazon.com/gp/customer-reviews/R1CRE7GJ9M4EBT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01HGMDO2U","5.0 out of 5 stars","Cat really likes it!","Reviewed in the United States on July 26, 2021","I'm not sure how helpful this is for more serious urinary issues, but my cat was having trouble with urinating. Female and young-ish, so I had a feeling it was a UTI. I bought these to try to help at least a little with keeping her clear after her $700 trip to the emergency vet. I can't say for certain that these are super helpful, but my cat really likes the taste/crunch and they give me some peace of mind","https://www.amazon.com/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.com%2FGet-Naked-Urinary-Crunchy-Cranberries%2Fproduct-reviews%2FB01HGMDO2U%2Fref%3Dcm_cr_getr_d_vote_lft%3Fie%3DUTF8%26pageSize%3D10%26csrfT%3DhGC4L1M6fFmj7R%252B0DLEFAXf6clLBzzdjbgx7NRfB7RSHAAAAAGXT5bcAAAAB%26reviewId%3DR1CRE7GJ9M4EBT&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&marketPlaceId=ATVPDKIKX0DER&language=en&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0","Report","https://www.amazon.com/hz/reviews-render/report-review?ie=UTF8&ref=cm_cr_getr_d_rvw_hlp&csrfT=hGC4L1M6fFmj7R%2B0DLEFAXf6clLBzzdjbgx7NRfB7RSHAAAAAGXT5bcAAAAB&reviewId=R1CRE7GJ9M4EBT","Showing  comments","","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif"
