id,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label_issue
1404,B09R6PPRMH,Yasmine,5,Very skinny for a dog,8/28/23,"My dog consume one very fast, they need to be larger",Negative,Value for Money
1414,B09R6PPRMH,Chelsey,3,Didn’t last all day.. an expensive ‘treat’/not teething stick,5/27/23,My 8 week old cockapoo likes these however they are extremely small and she can finish 1 in 10 minutes. The packaging made it seem as though 1 stick should last all day. That is not the case. These are more of an expensive treat at this rate than an actual teething stick.,Negative,Value for Money
1416,B09R6PPRMH,dya,3,Pup didn't really like them,5/21/23,"The product was okay.  My pup didn't really care for them.  She would eat it sometimes, but other times she totally ignored them.  I think they weren't flavorful enough.  Wouldn't purchase again.",Negative,Palatability
1430,B093QSLWZ8,Barbara J McArtney,3,my puppy just didn't like them,2/14/22,They had a strong smell and my dog just didn't like it.,Negative,Palatability
1431,B093QSLWZ8,dog lover,1,made my puppy sick,1/22/22,these don't last long. It took my dog about 4 minutes to have it gone. they are supposed to be able to eat them but made my dog sick with diarriha that lasted 24 hours.,Negative,Health Issues
1432,B093QSLWZ8,Vanessatate,1,Diarrhea,7/26/22,Puppy became sick,Negative,Health Issues
1433,B093QSLWZ8,Ronald minas,1,Not something you want for your puppy,12/12/21,My puppy ate this in about three seconds and it all ended up on the carpet with diarrhea,Negative,Health Issues
1434,B093QSLWZ8,Eileen,1,Stale,5/11/22,Stale,Negative,Product Quality Issue
1445,B093QSLWZ8,Barbara J McArtney,3,my puppy just didn't like them,2/14/22,They had a strong smell and my dog just didn't like it.,Negative,Palatability
1446,B093QSLWZ8,dog lover,1,made my puppy sick,1/22/22,these don't last long. It took my dog about 4 minutes to have it gone. they are supposed to be able to eat them but made my dog sick with diarriha that lasted 24 hours.,Negative,Health Issues
1447,B093QSLWZ8,Vanessatate,1,Diarrhea,7/26/22,Puppy became sick,Negative,Health Issues
1448,B093QSLWZ8,Ronald minas,1,Not something you want for your puppy,12/12/21,My puppy ate this in about three seconds and it all ended up on the carpet with diarrhea,Negative,Health Issues
1454,B0153SSMOO,Amazon Customer,3,Soft treats,11/5/23,My ferret is very picky and did not like these treats at all. He will not eat them so if you have a picky eater do not buy these!,Negative,Palatability
1458,B0153SSMOO,Good value and my ferrets love it .,2,"Ferrets won't eat, way to big",11/24/23,It came packaged well but the particles are too big the ferrets would not eat it I even tried to give it to my cat and he would not eat it and he eats anything. Product is a little sticky and hard to chew for the animals not to say it doesn't work well for other people's ferrets and my dog likes it 🤷,Negative,Product Quality Issue
1459,B0153SSMOO,Andie,4,Wasn't sent what was advertised,12/7/22,"When I received it in the mail I actually got the sticks and not the little treats, I still kept them because my ferret will like them either way but I was really hoping for the soft treats.",Negative,Purchase and Return Policy
1460,B0153SSMOO,Treats are dry and not moist like they usual are,3,Dry treat,6/7/23,It’s too dry this time they usually are moist,Negative,Product Quality Issue
1465,B0153SSMOO,Lady X,2,Gross,12/28/22,"The bacon flavor smells really gross and doesn't feel right, the package was even bloated, none of my ferrets or even cat would touch it...I don't recommend this",Negative,Palatability
1469,B0153SSMOO,Tiffany,1,Different recipe?,4/5/23,"The last batch of treats I received were much darker and had a different texture. My ferrets usually go crazy for these, but not with the new batch. I’m not sure what changed or if the company that sells these is a scam, but I will be purchasing from chewy from now on. Chewy has the same type I have received in the past that my ferrets really enjoy.",Negative,Product Quality Issue
1473,B0153SSMOO,M. Beach,1,"Made my ferret sick! Causes dramatic drop in blood sugar, diarrhea and vomiting in ferrets!",12/5/22,My ferret started throwing up 30-45 min after eating 3 of these.  He was lethargic and it was a scary night.  After some research I found out that ferrets are not supposed to have sweet potatoes which is one of the main ingredients.  It can cause upset stomach and blood sugar issues.  I’d stay away from these treats.,Negative,Health Issues
1475,B0153SSMOO,Kylene Santoro,1,These aren't ferret-safe,2/10/22,"I bought these and didn't realize until after I bought them that they aren't safe for ferrets. They contain sweet potato as the second ingredient. Ferrets are obligate carnivores and cannot digest vegetables, starch, etc. They also contain vegetable glycerin (essentially sugar), and sugar has been shown to cause insulinoma and/or make it worse. Consider buying freeze-dried treats (there are some marketed for cats but only contain meat and are safe).",Negative,Health Issues
1479,B0153SSMOO,Ivy Mae,1,My ferrets won't even try these! : (,7/15/16,None of my 5 ferrets would eat these- neither would any of my cats! They wouldn't even try them. Yuck.,Negative,Palatability
1481,B0153SSMOO,Steven R,1,No Way,12/14/16,Ferret totally rejected it,Negative,Palatability
1492,B0153SSMOO,BCGirl,2,"Treats are fine, but they arrive all squished and broken",11/10/21,"Treats are fine, but they arrived all squished and broken - and are not eligible for return. So the ferret will have to have treat crumbs :/",Negative,Packaging
1495,B09FQF6KF5,Patricia Burnett,3,Can’t speak for my cat,7/24/22,My cats seemed to like these treats at first but quit eating after a couple of days,Negative,Palatability
1497,B09FQF6KF5,QA/QC Reviewer,1,"Terrible, never again",3/22/22,"Terrible, never again.My strong young healthy cat could not handle this terrible product.I wetted the product with high quality water, and fed him immediately.He threw it all up.Tried later on another day, same result.Stay away.Cats are strong, and can handle suspect food, but not this product!",Negative,Health Issues
1498,B09FQF6KF5,LG,3,Who knows?,7/10/22,Looked decent but my cat took one cursory bite and refused to eat any more of it.,Negative,Palatability
1499,B09FQF6KF5,John C. Bennett,1,Cat won't eat!,11/28/21,Cat won't eat.,Negative,Palatability
1500,B09FQF6KF5,Lucy R,3,Neither cat would eat any,7/28/22,"Seems to be high quality product, but neither of my cats would touch it. One cat is picky and the other eats just about anything. Maybe you'll have better luck with your felines...",Negative,Palatability
1508,B00061URQA,hershop,3,gone in one minute,12/2/23,puppy loves this but eats it in less than a minute. I don’t see how this can help with teething since it is gone so fast. the stick is bendable so it’s not hard. I won’t buy them again because I am looking for something that takes longer for puppy to eat.,Negative,Value for Money
1532,B00061URQA,Christine,4,Puppy Chew Stick,4/7/23,"On the package it says 5 - 7 pounds, but when you scroll down on the item it says 2 - 7 pounds. So which is correct?",Negative,Purchase and Return Policy
1534,B00061URQA,Rissa M,3,Doesn’t last,9/26/23,My puppy got through this as fast as she’d eat a frozen carrot. I’ll finish the bag and stick to the frozen carrots.,Negative,Palatability
1535,B00061URQA,Maloree,4,Not sure..,5/3/23,"Our puppy will seat and work on these for awhile. They do give her bad gas though, so beware!",Negative,Health Issues
1537,B00061URQA,Holly,5,ABSOLUTELY HORRIBLE FARTS,4/19/23,"*written by my daughter*My mom & dog brother bought these for my dog that is currently teething .... he absolutely LOVES them.  The down side, they gave him ABSOLUTELY HORRIBLE FARTS.  I adamantly denied that this terrible smell could come from my small dog, I blamed my mom's dog .. until I got home and the smell woke me up in the middle of the night .... beware ...",Negative,Health Issues
1552,B00061URQA,Jeff Clapp,4,Don't last,1/23/23,They like em but they're more of a treat as they don't last 5 minutes,Negative,Value for Money
1554,B00061URQA,Louise,2,Waste of money,11/8/23,"My pup only ate it a couple of times and stopped eating them, and this puppy is the kind that will eat anything…  For the couple of times that he did eat, he ended up having diarrhea…  I still have a bag and half left… what a waste of money…",Negative,Health Issues
1556,B00061URQA,ZhuZhuJade,4,Disappear too fast,5/9/22,"Puppy loves these but they disappear way too fast. They're less chews and more treats. I would give them to puppy when putting him into his crate for a nap, hoping he'd chew on them for a bit, but he'd just swallow them in about 3 bites. Also, looking at the ingredient list, these aren't the most nutritious treats for my puppy, so I decided to stop buying them in favor of more long-lasting, healthier teething treats",Negative,Health Issues
1560,B00061URQA,Angela,3,Not useful for large breed puppies,1/14/23,"They are well loved as treats, but they are devoured in about 3 seconds (literally) by my 40 pound puppy. She’s 4 months old, so she can’t have big girl treats yet, and she’s still teething like crazy. I had hoped these would be chewier or stronger. I wanted her to have to gnaw on it a bit. But I have a feeling an 8 week old tea cup poodle would be the only puppy overwhelmed by these. Wish they had a variety of sizes or strengths.",Negative,Health Issues
1562,B00061URQA,Brenda Lodin,4,Our young pup liked these,10/30/22,Our young pup liked these but needed to be monitored while chewing because they are very thin and he chewed them up and swallowed them fast.  I wouldn't buy again,Negative,Safety Concerns
1584,B00061URQA,Cassandra,4,Choke hazard,12/10/22,Needs to be thicker. My puppy choked on them.,Negative,Safety Concerns
1586,B00061URQA,Vetteman07,3,Not for Puppies,2/21/23,"Bought these for my dogs litter of puppies that are teething, They are 6 weeks old. Absolutely NOT !! Hard as a rock. A potential choke hazard ! Gave them to mama dog first to see. She liked them, But would never give them to puppies.",Negative,Safety Concerns
1589,B00061URQA,Amazon Customer,5,Stick,6/2/23,Some of the sticks are stuck together and hard to seperate,Negative,Product Quality Issue
1592,B00061URQA,Diversity brothers LLC,5,my dog loves em,5/16/23,"Great for pups under 3 months, my dog now destroys one in a single bite.",Negative,Product Quality Issue
1595,B00061URQA,Companion,3,Size of the treat,5/10/23,It's size is so small! It's miniscule for my puppy.,Negative,Product Quality Issue
1599,B00061URQA,NAY,4,My puppies loved it!,9/5/22,You must keep an eye on your pup while consuming. After a while it becomes very short and is hard for them to keep a hold of.,Negative,Product Quality Issue
1605,B09FQDFF3Q,girasole,3,Chicken Feast treats,11/20/21,"My cat loved these...once.  He then didn't want anything to do with them.  They really do smell awful, which may be a turn-on for some cats but for mine - not so much, I guess.",Negative,Palatability
1606,B09FQDFF3Q,lynn a morris,4,Cats liked them but they smell horrible,12/14/21,"My cats like these treats, but they smelled horrible.",Negative,Palatability
1608,B09FQDFF3Q,HeatherInTx,1,Horrible!,11/22/21,I have 3 cats who will eat ANY treat but these. They smell horrid and are very pricy!,Negative,Palatability
1610,B09FQDFF3Q,S.M.,2,"They were great for a few days, but not anymore.",11/26/21,"Based on both cats loving the purple furball soft-treats made by the same company, I thought I'd give the health soft-treats a try. At first, both cats would devour them just like the other kind. However, after a few days, the pickier of the two would begin to vomit after eating a few of the health treats, and even the other one would no longer inhale them like he used to.2 days later, the fussy eater will not touch the health treats at all, and will also no longer touch the furball treats - shame, thought I'd finally found something she'd like, but I guess it was not meant to be. Might give it a few days and see if she wants to try at least the furball treats again, but it does look like the health treats are a lost cause for both cats.",Negative,Health Issues
1611,B09FQDFF3Q,H. Martin,3,Get Naked Biteables Natural Soft Treats,11/26/21,"Every night at bedtime my cat gets a treat. She demands treats because it’s our routine. She has a variety of different ones but I’ve been trying to introduce treats that also have some health benefits and am not having much luck. I gave her one of these treats with her regular nightly treat. That one piece has been sitting uneaten for three nights now. She eats her regular ones but is ignoring this one. If you’re cat will eat it, it’s a good option. But Darcy is not interested.",Negative,Palatability
1612,B09FQDFF3Q,A.Mom,2,Two cats said no.,12/6/21,"I ordered these for our 5 year old cat. I wouldn't consider him extra picky, but he defiantly was when it comes to these treats. I tried to offer them to him several times and every time he said nope. I then gave the bag to a friend to try and his cat also said no. I wouldn't buy these again, so I couldn't recommend them (even though we've had fantastic luck with all the other Get Naked products in the past).",Negative,Palatability
1622,B09FQDFF3Q,HeatherInTx,1,Horrible!,11/22/21,I have 3 cats who will eat ANY treat but these. They smell horrid and are very pricy!,Negative,Value for Money
1624,B09FQDFF3Q,S.M.,2,"They were great for a few days, but not anymore.",11/26/21,"Based on both cats loving the purple furball soft-treats made by the same company, I thought I'd give the health soft-treats a try. At first, both cats would devour them just like the other kind. However, after a few days, the pickier of the two would begin to vomit after eating a few of the health treats, and even the other one would no longer inhale them like he used to.2 days later, the fussy eater will not touch the health treats at all, and will also no longer touch the furball treats - shame, thought I'd finally found something she'd like, but I guess it was not meant to be. Might give it a few days and see if she wants to try at least the furball treats again, but it does look like the health treats are a lost cause for both cats.",Negative,Health Issues
1625,B09FQDFF3Q,H. Martin,3,Get Naked Biteables Natural Soft Treats,11/26/21,"Every night at bedtime my cat gets a treat. She demands treats because it’s our routine. She has a variety of different ones but I’ve been trying to introduce treats that also have some health benefits and am not having much luck. I gave her one of these treats with her regular nightly treat. That one piece has been sitting uneaten for three nights now. She eats her regular ones but is ignoring this one. If you’re cat will eat it, it’s a good option. But Darcy is not interested.",Negative,Palatability
1626,B09FQDFF3Q,A.Mom,2,Two cats said no.,12/6/21,"I ordered these for our 5 year old cat. I wouldn't consider him extra picky, but he defiantly was when it comes to these treats. I tried to offer them to him several times and every time he said nope. I then gave the bag to a friend to try and his cat also said no. I wouldn't buy these again, so I couldn't recommend them (even though we've had fantastic luck with all the other Get Naked products in the past).",Negative,Palatability
1630,B08KL4M5RK,Deb Mericle,4,Tough to break apart,8/4/23,"We have a multiple dog household.A 12-year-old, and a three month old Australian shepherd/border collie mix.Well, when we give one a treat, we have to give both of them a treat. And I’ve learned they want the exact same treat.I am not strong enough to break this ring in pieces. So I give one to my older dog. She breaks it up. The little dog grabs a piece and runs.Of course all the other pieces get eaten by my 12 year old dog.Since I don’t have the flexibility to give them smaller pieces, it gives the older dog much more of this treat at one time than I would prefer.Both of my dogs devour this in record time.  No slow chewing. No lasting for days. It’s gone before I get the dishes put in the dishwasher.It may work perfectly fine in a single dog household. Or maybe if you had an older dog who did not want every single thing the puppy gets… and vice versa.But, for me and my family, it isn’t quite working out the way I hoped.It is a good product. I wish it would’ve worked out better for us. :-)",Negative,Palatability
1633,B08KL4M5RK,Rosa,3,"Addictive recipe, messy execution",7/11/23,"The pup loves it, but it’s a logistical mess for humans.Pros:-picky dog likes the chicken recipe-great size and easy to hold for 17 week 6lb pup-the unchewed part is hard and doesn’t stain rugs-good 30min distraction for dogCons:-after the second ring, dog figured out how to break off a piece to eat super quickly. Now within the first five minutes he has broken the ring and goes from chewing to eating.-when the ring comes in contact with saliva it gets really really sticky. A mess for humans to pick up by hand-as a dog chews/eats it, little clumps get dislodged everywhere, radioactive yellow colored. Had to pick up.-it gets stuck in pups teeth once in smaller chunks, leading to dog running around the house trying to paw/dislodge by themselves. Needs human to actually dislodge.",Negative,Other
1643,B08KL4M5RK,JLS-K,3,Not for aggressive chewers,8/6/23,"I bought these for my 3-month-old 4 lb yorkie puppy for teething purposes. What I didn't realize is that his sharp little baby teeth can chew this apart within minutes, leaving small pieces that are big enough to choke on.  I think I was expecting too much from this chew as my puppy is an aggressive chewer. Might be perfect for more ""chill"" puppies. I give my older yorkies all natural bully sticks (in a bully stick holder) and that's what I now use for my puppy.",Negative,Other
1645,B08KL4M5RK,mike,3,Messy,8/29/23,"Recommends only half per day but when they don’t finish it your left with a soggy disgusting half ring that leaves behind residue on carpets or fabrics , matted up the hair of my doodle around mouth and hands where she was “holding it” took an extra 10-15 minutes to groom it all out of her hair",Negative,Product Quality Issue
1647,B08KL4M5RK,Kimmer,5,Nice Size for Small Puppy,1/1/23,A friend gave me several bags of the regular puppy size rings. I found myself holding them whilen she chewed and then throwing them away at the halfway point. We got both beef and pumpkin. She likes both.I found this smaller size being reviewed and ordered a bag. They’re a great size for her current size of 4-5 pounds.Do not leave your puppy unattended with these.  I would say that my puppy is an aggressive chewer. It takes her no time at all to chew through one of these.These could be a choke hazard if you’re not watching your puppy and discarding the ring once it’s down to a small nub.,Negative,Safety Concerns
1648,B08KL4M5RK,Nickname,3,Puppy Hated Them,7/25/23,"My puppy, who will literally eat poop and garbage and bite every single inedible object in sight, hates this more than anything she's ever encountered. She barks and growls and tries to run away when I try to give this to her. They seem great, but I guess blueberry bbq is a bit too sophisticated of a flavor for the underdeveloped puppy palate.",Negative,Palatability
1649,B08KL4M5RK,Rebecca M.,2,Extremely hard for puppies,1/4/24,This one is not for small puppies - extremely hard. The pup tried one and couldn't gnaw on it. The other puppy teething ring from the same company (not for teeny puppies) is much better even though a little bigger than this one.,Negative,Product Quality Issue
1657,B08KL4M5RK,JFi,4,"Great flavor, great shape",12/4/22,Was a really good product minus the fact it would only last about 10 min at the most,Negative,Value for Money
1662,B08KL4M5RK,k9s4me,5,Great for a teething biting naughty puppy,2/7/23,My puppy didn’t like the flavor of the blueberry bbq,Negative,Palatability
1666,B08KL4M5RK,Honey Jay,3,An okay product but didn’t agree with my pup,5/10/21,"Maybe good for some puppies but I have a small mini yorkie, and he was throwing up for a full day constantly throwing up. This was the only new thing I gave him so I’m assuming this is what caused him to throw up maybe he was just to small and maybe he chewed it to quick I can say it was helping wi the the teething which is maybe why he was throwing up ! His vomit was brown so I gave him chicken and rice which seemed to resolve the issue he is doing well now!",Negative,Health Issues
1668,B08KL4M5RK,Amazon Customer,2,Ok but easily eaten and gone,7/26/23,Good for 10 min of puppy distraction time time but easily destroyed and gone. Wouldnt buy again.,Negative,Product Quality Issue
1671,B08KL4M5RK,N. Russell,2,Ok but cheated,5/20/23,Puppy loved it. But I paid for seven and only got four. Wish I’d noticed before she ate all 4 I would’ve returned.,Negative,Purchase and Return Policy
1672,B08KL4M5RK,JACKIE SANTILLI,3,Not for aggressive chewers,4/8/22,This teether would be excellent for smaller breeds and breeds that aren’t aggressive chewers.  My pup loved it but tore it up in less than ten minutes.  He did however enjoy it,Negative,Product Quality Issue
1673,B08KL4M5RK,Janet Shoup,1,Nope,1/14/24,Dog threw up after teething.,Negative,Health Issues
1678,B08KL4M5RK,M Allen,1,DO NOT BUY !,12/24/22,We just left the emergency vet after our pup had one of these lodged in his throat and after seizing went into cardiac arrest and could not be saved.We had bought these for sour new puppy. And lost our 5 year old dog because of them. Oh. And it’s Christmas Eve. And to rub salt in the wound the remaining  3 bags I purchased are non returnable.Save yourself the heartbreak that we are experiencing. DO NOT BUY THESE!!!,Negative,Safety Concerns
1679,B08KL4M5RK,Diane P.,3,Didn't last long - don't waste your money,8/4/21,Didn't last but a brief moment...,Negative,Other
1680,B08KL4M5RK,Patricia,2,Pups didn’t like,7/4/22,Puppies didn’t really like these.,Negative,Palatability
1681,B08KL4M5RK,Heather - A Mom,1,None of the dogs had any interest in it.,12/31/21,"Not sure why, but none of the dogs, puppies or older dogs wanted these. After our puppy would not touch these, I tried our friends puppies during a play date.  4 puppies and 3 older dogs did not like them but loved all of the other bones. Total waste of money",Negative,Palatability
1682,B08KL4M5RK,Deborah Graham,1,Not for puppies terrible product!!!,6/10/22,"Not for puppies, I got a new dachshund puppy couple days ago got one of these gave it to my puppy and he has had diarrhea throwing up the next day will never buy this product again!!!!",Negative,Health Issues
1683,B08KL4M5RK,Diane,1,Gave my dog the runs!,5/10/22,Not for puppies and it smells awful.,Negative,Health Issues
1691,B08KL4M5RK,Adrienne  Philpot,4,Chewy toy,12/11/21,My little dogs didn’t seem to like them. They seem to be great for teething. My big dog loved them but could eat one in less than 2 minutes  Lol,Negative,Palatability
1692,B08KL4M5RK,Amazon Customer,4,Chewy Chew,1/12/22,My puppy loves this but I wish it did not leave an odor/smell on her fur or around her mouth.,Negative,Palatability
1695,B08KL4M5RK,Anna’sAntics!!,4,Puppy Teething Rings: too hard for little breed dogs,6/11/23,"I was very excited about these teething rings when I ordered them.HOWEVER!!  When I tried one with my 6 week old Maltipoo, he couldn’t even bite down. He only eats hard food so I was very surprised! I have introduced the rings to him several times over the past 8 weeks.  It hasn’t improved.These teething rings are too large and too hard for small breed puppies. However, they would probably be great for larger breeds.So! They would be great for larger dogs, but they are too big and hard for 3.2 lb. Maltipoos!",Negative,Health Issues
1703,B09R6FX8LH,antoinette,4,"WOULD NOT BUY AGAIN, WOULD NOT RECOMMEND",4/1/23,"I give it 4* for entertainment purposes only... if you are holding the dog while they chew this, your clothes will get gross... it will leave a gross mess everywhere your dog decides it wants to chew it... if in the crate, all their bedding will need washed... I highly recommend this be an OUTSIDE chew or it will be way more hassle than it's worth...",Negative,Product Quality Issue
1706,B09R6FX8LH,Christa Dahlinghaus,3,"My dog will eat goose poop, but not these chew sticks",2/14/23,"I bought these for my granddog, an American English Coonhound.  I hold it out for her, she takes it and drops it.  She doesn't find it appealing at all.  The first four ingredients are:  Rice Flour, Vegetable Glycerin, Gelatin, and Water.  Meat should be the first ingredient in my opinion.I bought my pup some Pur Luv Chicken Jerky, and she goes nuts for those.  The ingredients are:  Chicken Breast, Vegetable Glycerin, Salt...that's all of the ingredients!If you're dog likes Puppy Teething Sticks, I'm glad.  They are affordable and look like they will last long.  But if they don't, try Pur Lov Chicken Jerky.",Negative,Palatability
1707,B09R6FX8LH,bee,5,Longest lasting chewy,8/7/23,I have older dogs and though they like a chewy stick it needs to be soft enough to not break their teeth. I used one Nylabone that broke my one dogs teeth = a 1k vet bill. I now get chews labeled for puppies. This last about 45 minutes of focused chewing. I think the ingredients are good as neither dogs have any digestive reactions from them. They are expensive so it’s their Sunday treat.,Negative,Health Issues
1715,B09R6FX8LH,Christal,2,Doesn’t digest well,10/15/23,"I have a 6 month old goldendoodle that weights 25 lbs. He loves these treats but they make him throw up every time he eats one. I think he swallows too soon and doesn’t chew it down enough. Either way he will throw up chunks of it all night long. So I threw the rest away. I even tried holding it and letting him teeth on it that way but he was still trying to eat too large of pieces. They don’t even look like they have digested much at all when they come out. Even if its been 8 hrs since he ate it. But he loved the taste! So if your dog is good at chewing things up, I would recommend. If yours is like mine and likes to swallow big chunks, do not recommend.",Negative,Health Issues
1717,B09R6FX8LH,Susan Jasneski,3,My dog didn’t like these,9/26/23,Too big for little puppies,Negative,Product Quality Issue
1721,B09R6FX8LH,Dora Jarvis,5,That they are healthy,8/15/23,Too big for my puppy.  He didn’t like them,Negative,Palatability
1724,B09R6FX8LH,kianayek,4,Puppy loves it,9/22/22,My puppy loves this treat! It keeps her distracted for a little while. They are hard to cut in half so I wish they would make half sticks since the recommendation for dogs under a certain weight is only half a stick a day. Also wish there were more flavors cause my dog isn’t as interested as she was before as I have repurchased several times,Negative,Product Quality Issue
1725,B09R6FX8LH,Just a thought..,4,"I thought he'd sit and chew, but he threw up, it was whole",6/14/22,"Maybe it's my puppy who acts like he's starving, but I give it to him and he comes back about 2 minuets later.So I thought he buried it under something, but I've been getting them for a while, until he threw up his entire stomach contence, there was his teethimg stick. Now I can only give him the Kong squeeze peanut butter n stuff it in a ball for it.Bummer. I'd ear it. But he's a not stop looking for anything to eat puppy. Not good.",Negative,Health Issues
1729,B09R6FX8LH,Angela D,2,Chewed up in seconds,11/1/23,Would not buy againSays for puppies but then based on size you have to cut them down to 1/4 or 1/2.Not convenient or even worth giving as a chew,Negative,Value for Money
1735,B09R6FX8LH,Jessica Burmeister,2,Does not last,8/24/23,My 3 month old puppy who initially was supposed to have half a stick( which is way to small and makes for a choking hazard) anyhow other review said this would last 30 to 45 min my puppy had a whole stick gone in under 10 min. Very disappointed,Negative,Safety Concerns
1739,B09R6FX8LH,TaecyonGF,3,Last long but too sticky,12/12/22,These bones last very long but they make my puppy's paws too sticky from holding it. I couldn't get the stickiness out of his paws with wipes :( Not sure if they will come out after a shower either...,Negative,Health Issues
1754,B09R6FX8LH,Bb23,2,Not a fan,4/27/23,"My 3 month old golden retriever would eat literally anything that is chicken flavored, but he could not care less about these sticks! Waste of money, they must not have any flavor.",Negative,Palatability
1760,B09R6FX8LH,gingy and gingireen,5,My dogs like these.,6/28/22,They do not last very long though.,Negative,Product Quality Issue
1763,B09R6FX8LH,Jessica,1,Not good for puppies,7/19/23,Out of all the bones we tried our puppies had a hard time with these. They kept getting stuck to the top of their mouths and they would choke on them.,Negative,Health Issues
1764,B09R6FX8LH,Crystal R.,1,Not Safe for Dogs!!!,3/17/23,"I was super excited for this to arrive for my puppy. Needless to say, this was a huge mistake.  A portion of it got lodged in the roof of her mouth between her teeth. She devoured it in minutes flat. Thankfully I was able to get it out. Now she is suffering from Diarrhea from it. DO NOT BUY!",Negative,Health Issues
1765,B09R6FX8LH,Catelyn Marzke,2,Don’t like,11/18/22,Lasted less that 24 hours and left my puppy’s paws and face hair pretty nasty.,Negative,Health Issues
1767,B09R6FX8LH,angel musk,1,Gave my dogs diarrhea,3/23/23,Dogs love it but gave them all diarrhea.,Negative,Health Issues
1768,B09R6FX8LH,doc K,1,Puppy won’t touch them,4/6/23,Puppy won’t touch them,Negative,Palatability
1769,B09R6FX8LH,Melissande,1,Dog does like,12/24/22,My dogs don't care for these,Negative,Palatability
1783,B0BFJR81WF,Lori Friedman,1,Not a good choice for your dog!,10/23/23,"My 5yr old golden.doodle swallowed a piece of this bone and I notice she was having issues pooping! After spending over $700.00 on her vet bill, she was diagnosed w gastritis!Beware! Very unhappy with this product!",Negative,Health Issues
1785,B0BFJR81WF,Lauren,1,"Waste of money, bone didn't last 5min.",4/3/23,"Poor quality, waste of money. Would not recommend, unless u just want to give it to your dog like it's a biscuit. Probably going to make my pitmix sick. She ate the whole thing in 2 minutes. I just spent $60 on dog bone purchases and this is my least favorite. Will not purchase this product again.",Negative,Value for Money
1786,B0BFJR81WF,Meghan Grieves,1,Bone caused intestinal blockage,6/27/23,I had to take my dog in for emergency surgery because this bone created an intestinal blockage. I would avoid. My dog has not had trouble with another chew in the past.,Negative,Safety Concerns
1796,B0BFJR81WF,Lori Friedman,1,Not a good choice for your dog!,10/23/23,"My 5yr old golden.doodle swallowed a piece of this bone and I notice she was having issues pooping! After spending over $700.00 on her vet bill, she was diagnosed w gastritis!Beware! Very unhappy with this product!",Negative,Health Issues
1798,B0BFJR81WF,Lauren,1,"Waste of money, bone didn't last 5min.",4/3/23,"Poor quality, waste of money. Would not recommend, unless u just want to give it to your dog like it's a biscuit. Probably going to make my pitmix sick. She ate the whole thing in 2 minutes. I just spent $60 on dog bone purchases and this is my least favorite. Will not purchase this product again.",Negative,Product Quality Issue
1799,B0BFJR81WF,Meghan Grieves,1,Bone caused intestinal blockage,6/27/23,I had to take my dog in for emergency surgery because this bone created an intestinal blockage. I would avoid. My dog has not had trouble with another chew in the past.,Negative,Health Issues
1816,B09FQBPCF1,JLS-K,3,Not for aggressive chewers,8/6/23,"I bought these for my 3-month-old 4 lb yorkie puppy for teething purposes. What I didn't realize is that his sharp little baby teeth can chew this apart within minutes, leaving small pieces that are big enough to choke on.  I think I was expecting too much from this chew as my puppy is an aggressive chewer. Might be perfect for more ""chill"" puppies. I give my older yorkies all natural bully sticks (in a bully stick holder) and that's what I now use for my puppy.",Negative,Health Issues
1817,B09FQBPCF1,Teena Peclet,4,Treats,5/20/23,"My puppy liked the treat, but not the flavor. It smells good, but she didn’t care to eat it.",Negative,Palatability
1818,B09FQBPCF1,mike,3,Messy,8/29/23,"Recommends only half per day but when they don’t finish it your left with a soggy disgusting half ring that leaves behind residue on carpets or fabrics , matted up the hair of my doodle around mouth and hands where she was “holding it” took an extra 10-15 minutes to groom it all out of her hair",Negative,Health Issues
1820,B09FQBPCF1,Kimmer,5,Nice Size for Small Puppy,1/1/23,A friend gave me several bags of the regular puppy size rings. I found myself holding them whilen she chewed and then throwing them away at the halfway point. We got both beef and pumpkin. She likes both.I found this smaller size being reviewed and ordered a bag. They’re a great size for her current size of 4-5 pounds.Do not leave your puppy unattended with these.  I would say that my puppy is an aggressive chewer. It takes her no time at all to chew through one of these.These could be a choke hazard if you’re not watching your puppy and discarding the ring once it’s down to a small nub.,Negative,Safety Concerns
1821,B09FQBPCF1,Nickname,3,Puppy Hated Them,7/25/23,"My puppy, who will literally eat poop and garbage and bite every single inedible object in sight, hates this more than anything she's ever encountered. She barks and growls and tries to run away when I try to give this to her. They seem great, but I guess blueberry bbq is a bit too sophisticated of a flavor for the underdeveloped puppy palate.",Negative,Palatability
1830,B09FQBPCF1,JFi,4,"Great flavor, great shape",12/4/22,Was a really good product minus the fact it would only last about 10 min at the most,Negative,Value for Money
1835,B09FQBPCF1,k9s4me,5,Great for a teething biting naughty puppy,2/7/23,My puppy didn’t like the flavor of the blueberry bbq,Negative,Palatability
1839,B09FQBPCF1,Honey Jay,3,An okay product but didn’t agree with my pup,5/10/21,"Maybe good for some puppies but I have a small mini yorkie, and he was throwing up for a full day constantly throwing up. This was the only new thing I gave him so I’m assuming this is what caused him to throw up maybe he was just to small and maybe he chewed it to quick I can say it was helping wi the the teething which is maybe why he was throwing up ! His vomit was brown so I gave him chicken and rice which seemed to resolve the issue he is doing well now!",Negative,Health Issues
